shock_type,gamma,bin_id,x_left,x_right,max_share_mid,n,k,pivot_rate,ci_lo,ci_hi
reallocate_total_fixed,0.5,19,0.5908210634148128,0.6071633163996064,0.5989921899072096,3360,53,0.015773809523809523,0.012079953506566377,0.02057366490400326
reallocate_total_fixed,0.5,20,0.6071633163996064,0.6248862060302598,0.6160247612149331,3257,16,0.004912496162112374,0.0030261072236445045,0.007965411039616123
reallocate_total_fixed,0.5,21,0.6248862060302598,0.6444423678633692,0.6346642869468144,3299,8,0.002424977265838133,0.0012292763190757865,0.004778156795488351
reallocate_total_fixed,0.5,22,0.6444423678633692,0.6662605712560713,0.6553514695597202,3271,2,0.0006114338122898196,0.00016768971187768804,0.0022268077807643992
reallocate_total_fixed,0.5,23,0.6662605712560713,0.6910809904866043,0.6786707808713378,3431,0,0.0,0.0,0.0011184212977972548
reallocate_total_fixed,0.5,24,0.6910809904866043,0.7198412132871507,0.7054611018868775,3303,0,0.0,0.0,0.0011617127351972345
reallocate_total_fixed,0.5,25,0.7198412132871507,0.7544648125596409,0.7371530129233959,3360,0,0.0,0.0,0.00114202761509341
reallocate_total_fixed,0.5,26,0.7544648125596409,0.7966198845044038,0.7755423485320223,3415,0,0.0,0.0,0.0011236554510159228
reallocate_total_fixed,0.5,27,0.7966198845044038,0.8450786863315518,0.8208492854179779,3275,0,0.0,0.0,0.0011716332987845462
reallocate_total_fixed,0.5,28,0.8450786863315518,0.8972190539995119,0.8711488701655319,3322,0,0.0,0.0,0.0011550760565385916
reallocate_total_fixed,0.5,29,0.8972190539995119,0.9960197461975304,0.9466194000985211,3343,0,0.0,1.0842021724855044e-19,0.0011478284481703585
reallocate_total_fixed,1.0,0,0.16794657833855373,0.32945371423311787,0.2487001462858358,3296,1306,0.3962378640776699,0.37966960353530077,0.41304771962348363
reallocate_total_fixed,1.0,1,0.32945371423311787,0.3571411768295644,0.3432974455313411,3271,1126,0.34423723631916847,0.328146095242418,0.3606938168925691
reallocate_total_fixed,1.0,2,0.3571411768295644,0.3770563532014113,0.3670987650154879,3345,1105,0.3303437967115097,0.31460715377730974,0.34646967947750884
reallocate_total_fixed,1.0,3,0.3770563532014113,0.3935857571425827,0.385321055171997,3270,1083,0.3311926605504587,0.315267556148825,0.3475139296750462
reallocate_total_fixed,1.0,4,0.3935857571425827,0.4081124781324397,0.4008491176375112,3398,1058,0.3113596233078281,0.2960105885054144,0.3271347102057307
reallocate_total_fixed,1.0,5,0.4081124781324397,0.4216009596824666,0.4148567189074531,3288,941,0.28619221411192214,0.2709993982705911,0.3018840600343286
reallocate_total_fixed,1.0,6,0.4216009596824666,0.4344423441987721,0.42802165194061936,3338,922,0.2762133013780707,0.2613086674291636,0.2916324414492465
reallocate_total_fixed,1.0,7,0.4344423441987721,0.44675247968030873,0.4405974119395404,3353,935,0.2788547569340889,0.2639355357143831,0.29428013940117803
reallocate_total_fixed,1.0,8,0.44675247968030873,0.45877259595325726,0.452762537816783,3378,914,0.27057430432208407,0.25585949993924206,0.2858103405405723
reallocate_total_fixed,1.0,9,0.45877259595325726,0.4708111286199345,0.46479186228659586,3351,909,0.2712623097582811,0.2564766710026872,0.28657179960170726
reallocate_total_fixed,1.0,10,0.4708111286199345,0.4828483954709849,0.4768297620454597,3311,862,0.26034430685593474,0.24568073961984743,0.27556335240554525
reallocate_total_fixed,1.0,11,0.4828483954709849,0.4950307653086553,0.4889395803898201,3272,844,0.25794621026894865,0.24324513450298416,0.27321500203109
reallocate_total_fixed,1.0,12,0.4950307653086553,0.5074266435783471,0.5012287044435012,3367,963,0.286011286011286,0.2709977907717516,0.3015125283129541
reallocate_total_fixed,1.0,13,0.5074266435783471,0.520074866132104,0.5137507548552256,3277,864,0.26365578272810497,0.24885271944264786,0.2790123259164453
reallocate_total_fixed,1.0,14,0.520074866132104,0.5331033970365602,0.5265891315843321,3324,705,0.21209386281588447,0.1985330786517888,0.22631935422843
reallocate_total_fixed,1.0,15,0.5331033970365602,0.546589287763298,0.5398463423999291,3335,619,0.1856071964017991,0.17277616445230937,0.19916169567259145
reallocate_total_fixed,1.0,16,0.546589287763298,0.5606231095765379,0.5536061986699179,3472,514,0.1480414746543779,0.1366174042041668,0.16024353445310696
reallocate_total_fixed,1.0,17,0.5606231095765379,0.5752977840870855,0.5679604468318118,3369,432,0.12822796081923418,0.1173597749341563,0.13994302873145315
reallocate_total_fixed,1.0,18,0.5752977840870855,0.5908210634148128,0.5830594237509492,3349,334,0.09973126306360107,0.09003687073228105,0.11034289072140648
reallocate_total_fixed,1.0,19,0.5908210634148128,0.6071633163996064,0.5989921899072096,3360,277,0.08244047619047619,0.07361062339180213,0.0922240580034217
reallocate_total_fixed,1.0,20,0.6071633163996064,0.6248862060302598,0.6160247612149331,3257,198,0.06079214000614062,0.053091717790596966,0.06952742445783364
