check_id,check_name,status,severity,scenario,value,threshold,message
ORIG_DIAG_001,Original diagnostics: negative_dv_in_processed_file,PASS,INFO,INPUT,0.0,original run diagnostics status,KuCoin file=BTCUSD_1m_KuCoin_2021_2022_with_DV.csv
ORIG_DIAG_001,Original diagnostics: duplicate_timestamps,PASS,INFO,INPUT,0.0,original run diagnostics status,OKX file=BTCUSD_1m_OKX_2021_2022_with_DV.csv
ORIG_DIAG_001,Original diagnostics: missing_or_nonpositive_price_dv,WARNING,LOW,INPUT,1714.0,original run diagnostics status,OKX price_missing_or_nonpositive=0; dv_missing_or_nonpositive=1714
ORIG_DIAG_001,Original diagnostics: negative_dv_in_processed_file,PASS,INFO,INPUT,0.0,original run diagnostics status,OKX file=BTCUSD_1m_OKX_2021_2022_with_DV.csv
ORIG_DIAG_001,Original diagnostics: weight_sums_close_to_one,PASS,INFO,FULL,5.551115123125783e-16,original run diagnostics status,max abs(sum(normalized weights)-1) among valid minutes
DIAG_004,Weight sums close to one,PASS,INFO,FULL,5.551115123125783e-16,<= 1e-10 PASS; <= 1e-8 WARNING,max abs(sum(normalized weights)-1) among valid minutes
ORIG_DIAG_001,Original diagnostics: valid_minutes,PASS,INFO,FULL,1051200.0,original run diagnostics status,before_min_venues=1051200; min_venues filtered=0
ORIG_DIAG_001,Original diagnostics: n_exchanges_used,PASS,INFO,FULL,7.0,original run diagnostics status,"Binance,Bitfinex,BitMEX,Bitstamp,Coinbase,KuCoin,OKX"
ORIG_DIAG_001,Original diagnostics: lockin_pivot_equals_dominant_ratio,PASS,INFO,FULL,1.0,original run diagnostics status,Expected to be near 1 when max_share > 0.5; exact ties can lower it.
DIAG_001,lock_in pivot equals dominant_exchange ratio,PASS,INFO,FULL,1.0,>= 0.999 PASS; >= 0.99 WARNING,Expected to be near 1 when max_share > 0.5; exact ties can lower it.
ORIG_DIAG_001,Original diagnostics: negative_weights_after_cleaning,PASS,INFO,FULL,0.0,original run diagnostics status,Scenario arrays set invalid/nonpositive weights to zero before normalization.
DIAG_003,No negative weights after cleaning,PASS,INFO,FULL,0,0,Scenario arrays set invalid/nonpositive weights to zero before normalization.
ORIG_DIAG_001,Original diagnostics: sampled_candidate_events,PASS,INFO,FULL,100000.0,original run diagnostics status,total_candidates=7314253
ORIG_DIAG_001,Original diagnostics: valid_event_shocks,PASS,INFO,FULL,100000.0,original run diagnostics status,shock_type=inflate_only; delta_w=-0.5; sampled_events=100000
ORIG_DIAG_001,Original diagnostics: valid_event_shocks,PASS,INFO,FULL,100000.0,original run diagnostics status,shock_type=inflate_only; delta_w=0.5; sampled_events=100000
ORIG_DIAG_001,Original diagnostics: valid_event_shocks,PASS,INFO,FULL,100000.0,original run diagnostics status,shock_type=inflate_only; delta_w=1.0; sampled_events=100000
ORIG_DIAG_001,Original diagnostics: valid_event_shocks,PASS,INFO,FULL,100000.0,original run diagnostics status,shock_type=inflate_only; delta_w=2.0; sampled_events=100000
ORIG_DIAG_001,Original diagnostics: valid_event_shocks,PASS,INFO,FULL,100000.0,original run diagnostics status,shock_type=reallocate_total_fixed; delta_w=-0.5; sampled_events=100000
ORIG_DIAG_001,Original diagnostics: valid_event_shocks,PASS,INFO,FULL,96091.0,original run diagnostics status,shock_type=reallocate_total_fixed; delta_w=0.5; sampled_events=100000
ORIG_DIAG_001,Original diagnostics: valid_event_shocks,PASS,INFO,FULL,92207.0,original run diagnostics status,shock_type=reallocate_total_fixed; delta_w=1.0; sampled_events=100000
ORIG_DIAG_001,Original diagnostics: valid_event_shocks,PASS,INFO,FULL,85171.0,original run diagnostics status,shock_type=reallocate_total_fixed; delta_w=2.0; sampled_events=100000
ORIG_DIAG_001,Original diagnostics: vwap_kappa_equals_max_share,PASS,INFO,FULL,5.119238366546597e-13,original run diagnostics status,lambda=-0.001; mean_abs=7.200226536677665e-14
DIAG_002,VWAP kappa equals max_share max absolute error,PASS,INFO,FULL,5.119238366546597e-13,<= 1e-8 PASS; <= 1e-6 WARNING,lambda=-0.001; mean_abs=7.200226536677665e-14
ORIG_DIAG_001,Original diagnostics: vwap_kappa_equals_max_share,PASS,INFO,FULL,5.696554339351678e-13,original run diagnostics status,lambda=0.001; mean_abs=8.974691914923124e-14
DIAG_002,VWAP kappa equals max_share max absolute error,PASS,INFO,FULL,5.696554339351678e-13,<= 1e-8 PASS; <= 1e-6 WARNING,lambda=0.001; mean_abs=8.974691914923124e-14
ORIG_DIAG_001,Original diagnostics: vwap_kappa_equals_max_share,PASS,INFO,FULL,6.372680161348399e-14,original run diagnostics status,lambda=-0.01; mean_abs=7.283969876819299e-15
DIAG_002,VWAP kappa equals max_share max absolute error,PASS,INFO,FULL,6.372680161348399e-14,<= 1e-8 PASS; <= 1e-6 WARNING,lambda=-0.01; mean_abs=7.283969876819299e-15
ORIG_DIAG_001,Original diagnostics: vwap_kappa_equals_max_share,PASS,INFO,FULL,5.229150445984487e-14,original run diagnostics status,lambda=0.01; mean_abs=7.311782986110028e-15
DIAG_002,VWAP kappa equals max_share max absolute error,PASS,INFO,FULL,5.229150445984487e-14,<= 1e-8 PASS; <= 1e-6 WARNING,lambda=0.01; mean_abs=7.311782986110028e-15
ORIG_DIAG_001,Original diagnostics: weight_sums_close_to_one,PASS,INFO,EXCL_Binance,6.661338147750939e-16,original run diagnostics status,max abs(sum(normalized weights)-1) among valid minutes
DIAG_004,Weight sums close to one,PASS,INFO,EXCL_Binance,6.661338147750939e-16,<= 1e-10 PASS; <= 1e-8 WARNING,max abs(sum(normalized weights)-1) among valid minutes
ORIG_DIAG_001,Original diagnostics: valid_minutes,PASS,INFO,EXCL_Binance,1051199.0,original run diagnostics status,before_min_venues=1051200; min_venues filtered=1
ORIG_DIAG_001,Original diagnostics: n_exchanges_used,PASS,INFO,EXCL_Binance,6.0,original run diagnostics status,"Bitfinex,BitMEX,Bitstamp,Coinbase,KuCoin,OKX"
ORIG_DIAG_001,Original diagnostics: lockin_pivot_equals_dominant_ratio,PASS,INFO,EXCL_Binance,1.0,original run diagnostics status,Expected to be near 1 when max_share > 0.5; exact ties can lower it.
DIAG_001,lock_in pivot equals dominant_exchange ratio,PASS,INFO,EXCL_Binance,1.0,>= 0.999 PASS; >= 0.99 WARNING,Expected to be near 1 when max_share > 0.5; exact ties can lower it.
ORIG_DIAG_001,Original diagnostics: negative_weights_after_cleaning,PASS,INFO,EXCL_Binance,0.0,original run diagnostics status,Scenario arrays set invalid/nonpositive weights to zero before normalization.
DIAG_003,No negative weights after cleaning,PASS,INFO,EXCL_Binance,0,0,Scenario arrays set invalid/nonpositive weights to zero before normalization.
